0.465728	0.460918	

0.211114	0.199224	

0.211114	0.199224	

0.308437	0.262651	

0.308437	0.262651	

0.308437	0.262651	

0.192299	0.176815	

0.192299	0.176815	

0.192299	0.176815	

0.371059	0.364016	

0.371059	0.364016	

0.371059	0.364016	

0.26536	0.23568	

0.26536	0.23568	

0.26536	0.23568	

0.385676	0.372898	

0.385676	0.372898	

0.385676	0.372898	

0.320381	0.290849	

0.320381	0.290849	

0.320381	0.290849	

0.398773	0.359519	

0.398773	0.359519	

0.398773	0.359519	

0.448054	0.422217	

0.448054	0.422217	

0.441682	0.431606	

0.441682	0.431606	

0.441682	0.431606	

0.38846	0.38846	

0.38846	0.38846	

0.38846	0.38846	

0.291793	0.291793	

0.291793	0.291793	

0.291793	0.291793	

0.400003	0.3879	

0.400003	0.3879	

0.400003	0.3879	

0.309233	0.255341	

0.309233	0.255341	

0.309233	0.255341	

0.431235	0.368118	

0.431235	0.368118	

0.431235	0.368118	

0.299766	0.287442	

0.299766	0.287442	

0.299766	0.287442	

0.373884	0.356243	

0.373884	0.356243	

0.305292	0.274402	

0.305292	0.274402	

0.305292	0.274402	

0.251564	0.222061	

0.251564	0.222061	

0.251564	0.222061	

0.222526	0.170648	

0.222526	0.170648	

0.222526	0.170648	

0.295074	0.264417	

0.295074	0.264417	

0.295074	0.264417	

0.393362	0.380365	

0.393362	0.380365	

0.393362	0.380365	

0.331035	0.25889	

0.331035	0.25889	

0.331035	0.25889	

0.462212	0.367899	

0.462212	0.367899	

0.462212	0.367899	

0.332917	0.28272	

0.332917	0.28272	

0.332917	0.28272	

0.460739	0.391502	

0.460739	0.391502	

0.414691	0.355109	

0.414691	0.355109	

0.414691	0.355109	

0.439872	0.415553	

0.439872	0.415553	

0.439872	0.415553	

0.372337	0.340515	

0.372337	0.340515	

0.276065	0.257106	

0.276065	0.257106	

0.276065	0.257106	

0.276065	0.257106	

0.21122	0.18556	

0.21122	0.18556	

0.21122	0.18556	

0.304847	0.286826	

0.304847	0.286826	

0.304847	0.286826	

0.225796	0.201032	

0.225796	0.201032	

0.225796	0.201032	

0.373901	0.356174	

0.373901	0.356174	

0.373901	0.356174	

0.467635	0.463137	

0.467635	0.463137	

0.328296	0.321271	

0.328296	0.321271	

0.328296	0.321271	

0.453429	0.44263	

0.453429	0.44263	

0.453429	0.44263	

0.384164	0.340517	

0.384164	0.340517	

0.494224	0.486716	

0.494224	0.486716	

0.494224	0.486716	

0.242695	0.187477	

0.242695	0.187477	

0.242695	0.187477	

0.316099	0.27394	

0.316099	0.27394	

0.316099	0.27394	

0.316099	0.27394	

0.302334	0.248726	

0.302334	0.248726	

0.302334	0.248726	

0.365612	0.352579	

0.365612	0.352579	

0.296763	0.283402	

0.296763	0.283402	

0.296763	0.283402	

0.400859	0.389377	

0.400859	0.389377	

0.400859	0.389377	

0.264953	0.250943	

0.264953	0.250943	

0.264953	0.250943	

0.401861	0.345544	

0.401861	0.345544	

0.401861	0.345544	

0.505105	0.446552	

0.505105	0.446552	

0.249592	0.244132	

0.249592	0.244132	

0.249592	0.244132	

0.377826	0.353131	

0.377826	0.353131	

0.377826	0.353131	

0.321545	0.31356	

0.321545	0.31356	

0.321545	0.31356	

0.427862	0.365518	

0.427862	0.365518	

0.427862	0.365518	

0.302514	0.236601	

0.302514	0.236601	

0.302514	0.236601	

0.366479	0.351561	

0.366479	0.351561	

0.366479	0.351561	

0.296751	0.244215	

0.296751	0.244215	

0.296751	0.244215	

0.402181	0.387136	

0.402181	0.387136	

0.402181	0.387136	

0.351212	0.33801	

0.351212	0.33801	

0.351212	0.33801	

0.332024	0.26717	

0.332024	0.26717	

0.332024	0.26717	

0.203752	0.163427	

0.203752	0.163427	

0.203752	0.163427	

0.239836	0.227988	

0.239836	0.227988	

0.239836	0.227988	

0.374216	0.336553	

0.374216	0.336553	

0.267813	0.225458	

0.267813	0.225458	

0.267813	0.225458	

0.378488	0.361012	

0.378488	0.361012	

0.378488	0.361012	

0.384037	0.383277	

0.384037	0.383277	

0.384037	0.383277	

0.517168	0.422416	

0.517168	0.422416	

0.517168	0.422416	

0.336266	0.336266	

0.336266	0.336266	

0.521999	0.521999	

0.521999	0.521999	

0.521999	0.521999	

0.374718	0.346626	

0.374718	0.346626	

0.282189	0.240788	

0.282189	0.240788	

0.282189	0.240788	

0.282189	0.240788	

0.20003	0.17087	

0.20003	0.17087	

0.20003	0.17087	

0.303485	0.259975	

0.303485	0.259975	

0.303485	0.259975	

0.303485	0.259975	

0.267684	0.252266	

0.267684	0.252266	

0.267684	0.252266	

0.380545	0.374993	

0.380545	0.374993	

0.380545	0.374993	

0.441338	0.434674	

0.441338	0.434674	

0.396458	0.33264	

0.396458	0.33264	

0.396458	0.33264	

0.504034	0.463436	

0.504034	0.463436	

0.504034	0.463436	

0.387912	0.364067	

0.387912	0.364067	

0.537086	0.537086	

0.537086	0.537086	

0.220493	0.186418	

0.220493	0.186418	

0.220493	0.186418	

0.367685	0.346914	

0.367685	0.346914	

0.367685	0.346914	

0.245062	0.2429	

0.245062	0.2429	

0.354945	0.33792	

0.354945	0.33792	

0.27842	0.263598	

0.27842	0.263598	

0.27842	0.263598	

0.350481	0.31449	

0.350481	0.31449	

0.350481	0.31449	

0.345833	0.28573	

0.408973	0.37449	

0.339146	0.336177	

0.339146	0.336177	

0.339146	0.336177	

0.266747	0.242209	

0.266747	0.242209	

